tx_id,tx_size,tx_fee
47900,646,4696
47901,575,1623
47902,279,1757
47903,141,7747
47904,663,8367
47905,313,3188
47906,726,9340
47907,223,4000
47908,643,9467
47909,139,2037
47910,606,2456
47911,449,5324
47912,944,1967
47913,967,6872
47914,552,8932
47915,556,6916
47916,168,4245
47917,344,5466
47918,480,5117
47919,159,9813
47920,777,7635
47921,234,6087
47922,597,1901
47923,632,8277
47924,763,8962
47925,567,2758
47926,694,2446
47927,791,5506
47928,572,9183
47929,399,2291
47930,678,7947
47931,558,9385
47932,711,5767
47933,634,4784
47934,905,4437
47935,342,8707
47936,727,7571
47937,820,3625
47938,206,3306
47939,800,5617
47940,634,3621
47941,448,9305
47942,770,2864
47943,518,1944
47944,524,9006
47945,249,2046
47946,137,4034
47947,867,7805
47948,186,8583
47949,187,3501
47950,640,4547
47951,511,4173
47952,211,8237
47953,689,5637
47954,439,2736
47955,629,6631
47956,835,8052
47957,675,3454
47958,273,7153
47959,848,7759
47960,219,8666
47961,642,1624
47962,674,4240
47963,535,3448
47964,544,2232
47965,214,7240
47966,817,2574
47967,731,7993
47968,645,4531
47969,839,6501
47970,552,2832
47971,922,3206
47972,780,2485
47973,592,9652
47974,384,3203
47975,941,3214
47976,292,3580
47977,914,5971
47978,533,8484
47979,856,7658
47980,632,7994
47981,293,7492
47982,307,9535
47983,768,6934
47984,768,7801
47985,187,3864
47986,688,8423
47987,902,3973
47988,862,2601
47989,288,1355
47990,575,3348
47991,658,3855
47992,185,7049
47993,461,3174
47994,167,8944
47995,184,7062
47996,430,3605
47997,143,5918
47998,604,1447
47999,940,7705
48000,710,9259
48001,553,9246
48002,330,8729
48003,818,8604
48004,590,6614
48005,204,2998
48006,323,6009
48007,322,1874
48008,259,2264
48009,418,2619
48010,551,1692
48011,103,1535
48012,982,5918
48013,299,3024
48014,685,7306
48015,204,9482
48016,505,8302
48017,445,5519
48018,872,8603
48019,129,7533
48020,451,9822
48021,393,4415
48022,185,6977
48023,873,3971
48024,113,8495
48025,569,7098
48026,449,3110
48027,736,3029
48028,655,7088
48029,596,2906
48030,334,7247
48031,892,9746
48032,665,5916
48033,495,1056
48034,660,5550
48035,320,5313
48036,653,1673
48037,648,3212
48038,833,1139
48039,509,7300
48040,722,9425
48041,898,1144
48042,476,7158
48043,555,7011
48044,155,7076
48045,302,3194
48046,775,9959
48047,254,2736
48048,659,9010
48049,396,4019
48050,224,8488
48051,218,9539
48052,571,3885
48053,550,5044
48054,720,1327
48055,271,9588
48056,583,4043
48057,143,6323
48058,283,5127
48059,684,8672
48060,959,4840
48061,664,6262
48062,236,6454
48063,277,2531
48064,719,9022
48065,442,2792
48066,739,4968
48067,822,6803
48068,205,4865
48069,113,1407
48070,416,4140
48071,891,4682
48072,881,1375
48073,189,3650
48074,440,7090
48075,342,8512
48076,373,5963
48077,155,5630
48078,571,2439
48079,831,5807
48080,917,7896
48081,228,2720
48082,886,8192
48083,464,3863
48084,695,9622
48085,563,3310
48086,837,4018
48087,977,7840
48088,509,4272
48089,185,7446
48090,148,6593
48091,589,4363
48092,353,9339
48093,743,1438
48094,742,8044
48095,491,2817
48096,349,9729
48097,165,7376
48098,970,6242
48099,765,1554
48100,849,6070
48101,486,7042
48102,475,7305
48103,674,6840
48104,676,4268
48105,748,5627
48106,534,1951
48107,835,8075
48108,204,9519
48109,133,2661
48110,452,6526
48111,699,8069
48112,227,2451
48113,525,5309
48114,527,2394
48115,421,2017
48116,588,5741
48117,249,6728
48118,684,4020
48119,440,3306
48120,943,8028
48121,271,6813
48122,829,5109
48123,239,9260
48124,260,1156
48125,419,1660
48126,507,3077
48127,119,4564
48128,182,4006
48129,283,6449
48130,268,1375
48131,312,4098
48132,308,2144
48133,818,3725
48134,912,9246
48135,953,5827
48136,672,7760
48137,961,4175
48138,573,5892
48139,153,6191
48140,940,4352
48141,945,7237
48142,543,9081
48143,726,8439
48144,760,7358
48145,442,8015
48146,700,4409
48147,712,6062
48148,646,8280
48149,180,6175
48150,133,6279
48151,997,3374
48152,306,7260
48153,331,2925
48154,763,7506
48155,616,1400
48156,297,6624
48157,934,5675
48158,765,4175
48159,551,7640
48160,174,1649
48161,138,4885
48162,675,1137
48163,399,9133
48164,102,1783
48165,148,5044
48166,536,1382
48167,769,8509
48168,475,7595
48169,904,2925
48170,885,2200
48171,517,7628
48172,792,1295
48173,112,8657
48174,469,5917
48175,483,7920
48176,116,2712
48177,564,4342
48178,533,8779
48179,503,1484
48180,353,9648
48181,937,8871
48182,824,1544
48183,615,1777
48184,993,9186
48185,583,4921
48186,469,4168
48187,481,7529
48188,514,2278
48189,374,9142
48190,810,2087
48191,744,6490
48192,290,7729
48193,571,9446
48194,763,2136
48195,657,6273
48196,862,6909
48197,375,1545
48198,409,2030
48199,728,8866
48200,943,6668
48201,520,7389
48202,694,4280
48203,836,8910
48204,629,3180
48205,372,5770
48206,486,1588
48207,681,4431
48208,309,6215
48209,447,9740
48210,838,6787
48211,849,5694
48212,153,6648
48213,623,9933
48214,731,4884
48215,540,9104
48216,838,6273
48217,807,4362
48218,442,6905
48219,985,9199
48220,100,1383
48221,572,6546
48222,763,1454
48223,925,1862
48224,987,2713
48225,556,1599
48226,327,5056
48227,436,3967
48228,780,1035
48229,319,5554
48230,541,8825
48231,385,9335
48232,678,8831
48233,326,8114
48234,320,6145
48235,780,2617
48236,150,7206
48237,918,8684
48238,233,6381
48239,744,5443
48240,251,7786
48241,708,8126
48242,305,3894
48243,901,1695
48244,668,8117
48245,602,3924
48246,944,9053
48247,937,1558
48248,874,7873
48249,205,8942
48250,132,2673
48251,626,7515
48252,424,3962
48253,247,7867
48254,110,4864
48255,422,1701
48256,248,3770
48257,535,5374
48258,802,4335
48259,589,5189
48260,843,2832
48261,156,8733
48262,843,1786
48263,896,5496
48264,948,7970
48265,621,2608
48266,119,9888
48267,854,4189
48268,450,6913
48269,661,3374
48270,731,4941
48271,420,4028
48272,500,2058
48273,864,7680
48274,447,5567
48275,207,3353
48276,595,5254
48277,743,4752
48278,324,1255
48279,109,2321
48280,848,4006
48281,677,7321
48282,233,6334
48283,304,6713
48284,615,8473
48285,744,8868
48286,603,8805
48287,994,4745
48288,126,4281
48289,447,6085
48290,346,2541
48291,553,7618
48292,470,3894
48293,304,5621
48294,261,9957
48295,540,6869
48296,395,7822
48297,350,5044
48298,761,3839
48299,844,8936
48300,639,4676
48301,864,5982
48302,367,4040
48303,181,4633
48304,295,3088
48305,988,7388
48306,131,2587
48307,679,9496
48308,1000,2304
48309,723,9273
48310,239,9642
48311,888,5814
48312,737,6365
48313,825,3756
48314,898,9353
48315,413,4298
48316,732,4034
48317,342,8159
48318,480,2067
48319,632,3411
48320,125,3627
48321,456,3997
48322,492,9466
48323,145,4846
48324,640,2545
48325,478,4217
48326,185,9985
48327,571,7286
48328,583,7209
48329,766,5167
48330,547,5342
48331,162,5007
48332,240,1799
48333,405,2829
48334,389,6941
48335,550,8324
48336,340,6066
48337,469,4527
48338,438,2048
48339,557,4931
48340,810,2227
48341,177,3857
48342,184,6076
48343,470,3126
48344,595,6501
48345,652,9722
48346,377,3674
48347,857,5645
48348,713,7366
48349,276,2021
48350,342,2480
48351,279,2291
48352,541,2600
48353,649,1466
48354,295,5576
48355,407,5990
48356,810,3394
48357,294,3536
48358,643,7298
48359,349,7192
48360,887,9943
48361,750,3581
48362,796,7204
48363,183,7591
48364,352,2881
48365,995,3422
48366,916,9499
48367,607,1604
48368,685,5796
48369,196,8581
48370,588,2263
48371,376,3929
48372,341,9243
48373,587,5269
48374,479,6892
48375,235,3807
48376,644,6115
48377,797,3373
48378,890,2070
48379,585,2865
48380,491,2483
48381,751,6965
48382,491,5232
48383,162,8736
48384,496,8133
48385,451,3530
48386,387,8356
48387,481,6653
48388,166,8572
48389,891,7952
48390,382,5950
48391,790,4171
48392,546,7495
48393,304,7327
48394,311,9906
48395,545,6029
48396,377,2445
48397,278,6863
48398,406,9746
48399,565,8281
48400,747,3526
48401,123,5157
48402,648,4540
48403,576,6038
48404,652,3305
48405,338,7507
48406,890,5674
48407,731,9381
48408,207,4182
48409,194,9058
48410,354,1305
48411,985,2281
48412,657,7963
48413,712,9511
48414,723,9794
48415,698,8622
48416,187,9391
48417,676,1556
48418,265,5267
48419,755,3060
48420,869,2359
48421,621,9534
48422,636,6452
48423,842,3477
48424,898,7041
48425,977,7659
48426,459,5936
48427,684,1490
48428,443,9213
48429,564,6662
48430,165,4324
48431,547,5085
48432,915,5728
48433,527,8895
48434,581,4474
48435,500,9456
48436,724,2096
48437,569,9170
48438,865,5304
48439,525,9029
48440,518,8622
48441,824,9347
48442,454,4833
48443,116,5354
48444,579,2956
48445,897,2731
48446,590,4363
48447,145,7316
48448,388,2867
48449,787,9515
48450,812,3891
48451,660,7219
48452,776,7927
48453,778,5600
48454,414,9054
48455,932,9197
48456,475,9688
48457,756,4489
48458,785,5014
48459,205,1816
48460,933,1690
48461,587,3692
48462,317,6633
48463,891,5665
48464,492,2731
48465,212,5551
48466,699,1775
48467,471,2145
48468,680,4994
48469,948,7076
48470,659,1040
48471,821,9333
48472,871,8759
48473,140,2057
48474,516,6330
48475,272,6669
48476,255,3998
48477,282,3180
48478,443,1281
48479,883,6411
48480,797,7434
48481,455,7978
48482,552,1315
48483,644,2462
48484,333,7707
48485,375,8218
48486,189,7748
48487,570,2626
48488,998,5089
48489,445,9631
48490,195,6317
48491,468,3055
48492,903,1558
48493,750,8907
48494,574,8373
48495,575,3143
48496,622,2094
48497,273,7771
48498,959,7271
48499,316,7024
48500,751,5680
48501,584,3812
48502,521,6536
48503,212,8861
48504,757,7128
48505,305,3145
48506,459,2586
48507,546,2843
48508,221,9685
48509,464,5241
48510,114,2025
48511,520,7875
48512,116,8156
48513,342,9540
48514,331,2001
48515,302,4998
48516,694,1056
48517,103,4365
48518,479,9776
48519,559,6195
48520,774,5115
48521,667,4154
48522,356,5347
48523,839,8337
48524,318,3827
48525,216,3420
48526,776,3021
48527,996,2939
48528,859,6352
48529,375,1599
48530,505,2548
48531,460,6652
48532,984,7318
48533,452,7056
48534,913,9233
48535,643,9524
48536,448,4038
48537,309,7665
48538,192,5386
48539,605,2514
48540,754,4726
48541,163,8443
48542,587,5399
48543,575,9006
48544,968,7988
48545,565,6707
48546,120,1369
48547,508,3211
48548,610,8075
48549,985,6484
48550,261,5730
48551,319,3451
48552,468,1008
48553,865,4849
48554,937,7964
48555,906,7110
48556,521,8333
48557,878,2241
48558,770,6217
48559,348,8262
48560,852,2800
48561,960,4845
48562,257,8619
48563,807,6856
48564,306,8382
48565,445,7911
48566,684,5645
48567,567,4475
48568,557,8506
48569,724,5311
48570,161,2998
48571,878,6203
48572,654,3993
48573,140,3750
48574,743,6893
48575,901,7288
48576,929,8940
48577,547,4714
48578,694,8335
48579,119,7114
48580,550,3365
48581,916,8809
48582,966,6700
48583,504,4043
48584,963,6062
48585,856,7860
48586,822,8592
48587,890,8674
48588,569,4598
48589,227,7277
48590,151,1997
48591,261,8664
48592,399,3489
48593,316,9909
48594,1000,9452
48595,619,3477
48596,591,4905
48597,524,8658
48598,517,7462
48599,659,8902
48600,718,6038
48601,131,3537
48602,277,2364
48603,276,8654
48604,574,6232
48605,382,1727
48606,608,2035
48607,380,1238
48608,999,6715
48609,825,9891
48610,378,1099
48611,460,3403
48612,417,5919
48613,434,5006
48614,582,7764
48615,658,2361
48616,598,5489
48617,329,4849
48618,285,6565
48619,600,9932
48620,596,7808
48621,568,8106
48622,424,8404
48623,661,3456
48624,400,4945
48625,497,3717
48626,820,2941
48627,142,9397
48628,255,6674
48629,173,7400
48630,345,8333
48631,171,8946
48632,774,2808
48633,737,3235
48634,257,6729
48635,660,7922
48636,301,8965
48637,946,3509
48638,498,8595
48639,223,4319
48640,493,1709
48641,551,8533
48642,210,7209
48643,539,2876
48644,929,1886
48645,728,1842
48646,396,1694
48647,740,5108
48648,425,8243
48649,300,1958
48650,337,6858
48651,642,2618
48652,213,8296
48653,895,1333
48654,739,6184
48655,679,8840
48656,630,6310
48657,143,1346
48658,377,9881
48659,688,3798
48660,954,4662
48661,147,5971
48662,341,4233
48663,970,4901
48664,150,9241
48665,651,5455
48666,359,7982
48667,300,2071
48668,436,4837
48669,694,2318
48670,394,1908
48671,475,3884
48672,306,3783
48673,190,5322
48674,362,1773
48675,407,1359
48676,120,2497
48677,744,3625
48678,200,1366
48679,213,3922
48680,414,8026
48681,116,6965
48682,797,3334
48683,272,6281
48684,864,6135
48685,648,8334
48686,408,5757
48687,485,6587
48688,545,8446
48689,311,8892
48690,360,6922
48691,369,2818
48692,145,5618
48693,718,1534
48694,478,4681
48695,371,1105
48696,789,1628
48697,916,5383
48698,130,6050
48699,109,7494
48700,403,8556
48701,606,7523
48702,160,1907
48703,483,6589
48704,410,9824
48705,181,6966
48706,207,5740
48707,984,8547
48708,709,7131
48709,582,7529
48710,729,7604
48711,351,7830
48712,447,8005
48713,474,5721
48714,504,8716
48715,330,9493
48716,504,7638
48717,749,9524
48718,960,4742
48719,881,4051
48720,442,7967
48721,306,6848
48722,824,5447
48723,961,5959
48724,629,7150
48725,777,8017
48726,550,2588
48727,482,7398
48728,797,2465
48729,997,2014
48730,289,6586
48731,595,4048
48732,974,7955
48733,117,8820
48734,316,9600
48735,898,8412
48736,985,4644
48737,710,3965
48738,696,7987
48739,505,1520
48740,943,6847
48741,616,4764
48742,683,9012
48743,198,8140
48744,812,7367
48745,575,2179
48746,927,4001
48747,806,3397
48748,973,6215
48749,841,4074
48750,122,5294
48751,447,4258
48752,996,3366
48753,545,6960
48754,586,3338
48755,980,6157
48756,294,8430
48757,828,1560
48758,385,3298
48759,375,9626
48760,794,6432
48761,240,2236
48762,271,9488
48763,984,1239
48764,963,4138
48765,833,8911
48766,467,6808
48767,859,8726
48768,783,8127
48769,577,6451
48770,318,3655
48771,406,1061
48772,829,1007
48773,166,9672
48774,902,6710
48775,804,5910
48776,631,4462
48777,579,3644
48778,570,7478
48779,708,8814
48780,526,5440
48781,195,7886
48782,998,3162
48783,579,4697
48784,684,2068
48785,695,6749
48786,371,8055
48787,314,7050
48788,596,6503
48789,649,6595
48790,524,6422
48791,176,1940
48792,586,7318
48793,743,6236
48794,975,6153
48795,736,6274
48796,997,6698
48797,191,7566
48798,478,2734
48799,273,8642
48800,930,7178
48801,275,6177
48802,880,3264
48803,676,8463
48804,225,2539
48805,762,6609
48806,420,5785
48807,252,3049
48808,867,2586
48809,243,8814
48810,474,7132
48811,270,2624
48812,720,3569
48813,946,7357
48814,285,8993
48815,211,4399
48816,608,3024
48817,550,4105
48818,879,5790
48819,643,4930
48820,333,3965
48821,738,1342
48822,560,1325
48823,164,6950
48824,561,6631
48825,738,2202
48826,649,9574
48827,388,8561
48828,654,9200
48829,549,5403
48830,755,3893
48831,814,8324
48832,297,1629
48833,780,4216
48834,347,8354
48835,456,1378
48836,580,9929
48837,202,9881
48838,745,7958
48839,766,3539
48840,955,2012
48841,228,1677
48842,145,7383
48843,464,5791
48844,880,1360
48845,132,8955
48846,292,1160
48847,948,6717
48848,117,9930
48849,819,7528
48850,277,7748
48851,759,6454
48852,327,4909
48853,794,1190
48854,493,3950
48855,451,8431
48856,325,6924
48857,120,9030
48858,810,6883
48859,846,2654
48860,976,4985
48861,650,7037
48862,675,1046
48863,580,2012
48864,957,1900
48865,540,5892
48866,687,6820
48867,134,4760
48868,536,5376
48869,934,9946
48870,720,5028
48871,272,6097
48872,314,5124
48873,120,6580
48874,459,8025
48875,673,5376
48876,1000,8552
48877,741,6126
48878,412,6367
48879,142,5168
48880,183,8953
48881,353,9984
48882,408,6616
48883,499,8023
48884,842,7433
48885,171,8952
48886,599,8525
48887,610,4706
48888,612,2182
48889,415,8717
48890,909,9923
48891,288,7206
48892,902,5387
48893,834,2683
48894,963,2089
48895,504,5924
48896,668,9209
48897,153,7050
48898,125,5952
48899,843,7763
48900,622,7672
48901,905,1097
48902,470,7582
48903,257,4900
48904,591,8738
48905,383,8140
48906,993,9940
48907,438,2992
48908,923,7336
48909,610,5314
48910,532,1215
48911,743,6279
48912,103,3137
48913,527,5499
48914,566,5926
48915,909,9073
48916,760,4431
48917,739,3711
48918,951,8314
48919,179,9042
48920,349,7761
48921,813,5944
48922,689,2769
48923,458,3612
48924,964,3646
48925,297,5427
48926,894,3805
48927,891,5497
48928,945,8495
48929,502,9690
48930,581,4438
48931,962,8307
48932,960,1679
48933,898,4480
48934,451,2640
48935,283,2580
48936,695,6989
48937,685,3615
48938,366,5081
48939,482,6885
48940,606,1748
48941,298,4226
48942,104,7888
48943,304,3201
48944,841,6602
48945,140,1917
48946,650,2824
48947,793,2994
48948,437,6799
48949,793,6275
48950,342,4688
48951,606,7058
48952,224,1626
48953,205,2069
48954,278,6838
48955,192,2927
48956,126,9266
48957,367,5794
48958,945,1133
48959,105,6833
48960,212,7456
48961,739,2485
48962,619,1326
48963,232,7389
48964,598,4146
48965,454,9276
48966,663,8717
48967,870,7473
48968,120,1567
48969,730,3252
48970,624,3542
48971,804,7490
48972,327,3613
48973,726,4554
48974,345,9745
48975,773,4961
48976,677,1381
48977,184,2593
48978,461,7819
48979,151,1512
48980,514,5833
48981,334,2120
48982,965,8792
48983,595,8731
48984,558,2462
48985,281,4079
48986,388,3009
48987,774,7972
48988,673,3389
48989,711,5045
48990,264,6319
48991,867,8431
48992,300,5608
48993,161,1825
48994,432,3452
48995,566,2671
48996,454,3874
48997,619,8679
48998,221,2154
48999,510,7334
49000,741,3664
49001,995,8211
49002,699,5758
49003,862,3224
49004,687,1691
49005,821,5412
49006,800,6970
49007,921,8331
49008,383,2973
49009,603,9378
49010,657,2961
49011,110,4236
49012,569,6817
49013,775,7638
49014,501,8642
49015,229,3910
49016,937,3025
49017,109,9629
49018,399,6868
49019,211,6746
49020,262,2259
49021,808,6061
49022,461,1961
49023,279,6214
49024,470,6657
49025,837,2626
49026,817,3129
49027,866,3731
49028,734,7302
49029,691,7609
49030,322,5648
49031,180,5227
49032,366,2296
49033,518,4397
49034,538,3692
49035,357,5681
49036,344,6461
49037,742,7697
49038,293,6205
49039,987,7719
49040,472,4214
49041,700,7229
49042,222,4002
49043,304,2124
49044,988,4479
49045,437,7614
49046,788,2219
49047,207,6620
49048,938,2625
49049,320,8385
49050,150,3485
49051,333,5333
49052,712,7141
49053,364,4661
49054,321,9017
49055,389,8991
49056,116,8691
49057,277,5071
49058,475,7676
49059,839,1728
49060,739,5837
49061,837,2935
49062,396,5254
49063,556,4116
49064,246,4282
49065,793,1195
49066,128,4561
49067,970,4404
49068,789,3725
49069,701,9798
49070,1000,3775
49071,180,8303
49072,647,9068
49073,121,5182
49074,636,3526
49075,995,7274
49076,777,3578
49077,540,8402
49078,653,2828
49079,181,9739
49080,163,8443
49081,143,7705
49082,493,7976
49083,291,2302
49084,400,4077
49085,191,1044
49086,660,3124
49087,393,9362
49088,923,5858
49089,177,3349
49090,847,7628
49091,427,9285
49092,777,4581
49093,187,4902
49094,470,3365
49095,285,5437
49096,724,1634
49097,336,4974
49098,779,1573
49099,595,1644
49100,866,1227
49101,894,9502
49102,892,8927
49103,642,7221
49104,867,8629
49105,655,8107
49106,507,2127
49107,388,4076
49108,934,2342
49109,173,1704
49110,276,3321
49111,774,6188
49112,413,4582
49113,739,5479
49114,644,2728
49115,664,5450
49116,544,6193
49117,509,1110
49118,561,1603
49119,544,7972
49120,418,7382
49121,101,8822
49122,109,6046
49123,517,6342
49124,532,6431
49125,834,3433
49126,547,9644
49127,159,1067
49128,961,1072
49129,508,9446
49130,128,8592
49131,108,5160
49132,886,1300
49133,355,1955
49134,671,5735
49135,281,2866
49136,893,4415
49137,961,6953
49138,471,6118
49139,344,6370
49140,695,4054
49141,814,4700
49142,773,1664
49143,277,4229
49144,632,9677
49145,542,1662
49146,886,1885
49147,880,1980
49148,526,1860
49149,924,9047
49150,610,3890
49151,788,9620
49152,689,6566
49153,584,4553
49154,949,9389
49155,918,9102
49156,883,4344
49157,736,7966
49158,183,5980
49159,496,3351
49160,807,8291
49161,935,5734
49162,479,3072
49163,415,7619
49164,916,5796
49165,423,7046
49166,253,2399
49167,265,3440
49168,483,1645
49169,519,2212
49170,494,9399
49171,346,2802
49172,319,7490
49173,421,7192
49174,221,2253
49175,966,9362
49176,351,3077
49177,561,2701
49178,536,3698
49179,871,3419
49180,803,7367
49181,320,3230
49182,123,6635
49183,851,9453
49184,314,6748
49185,232,9638
49186,944,9819
49187,701,8000
49188,116,3593
49189,608,9693
49190,904,3259
49191,490,8338
49192,407,6720
49193,231,7117
49194,983,3643
49195,328,9858
49196,830,1956
49197,485,3015
49198,275,9729
49199,221,9492
49200,924,4298
49201,734,2964
49202,857,9561
49203,434,6818
49204,743,6398
49205,642,9369
49206,405,2417
49207,771,1214
49208,514,5405
49209,439,9978
49210,753,6664
49211,463,2679
49212,693,2976
49213,236,1956
49214,462,1210
49215,457,8025
49216,365,6892
49217,124,2486
49218,844,6899
49219,805,8500
49220,991,2884
49221,206,6091
49222,689,9084
49223,552,1726
49224,536,2911
49225,730,3378
49226,323,1535
49227,395,7884
49228,929,5832
49229,223,7520
49230,895,7836
49231,981,4982
49232,908,2724
49233,749,4889
49234,992,8584
49235,934,2043
49236,928,5063
49237,132,9668
49238,673,1529
49239,502,3826
49240,754,6150
49241,372,3495
49242,247,3407
49243,247,5185
49244,496,4313
49245,273,4068
49246,420,9740
49247,686,9393
49248,466,2069
49249,983,3438
49250,138,2922
49251,893,7260
49252,266,4309
49253,353,4157
49254,829,1576
49255,203,9438
49256,889,2828
49257,860,1577
49258,465,2586
49259,303,3068
49260,150,4047
49261,956,9678
49262,418,8360
49263,600,3659
49264,802,1592
49265,541,5220
49266,767,9741
49267,823,8055
49268,160,7477
49269,516,3417
49270,102,4923
49271,490,4911
49272,778,3274
49273,306,7060
49274,188,8494
49275,497,3953
49276,555,1025
49277,808,3216
49278,578,5471
49279,948,8846
49280,908,6469
49281,854,8678
49282,510,8532
49283,406,8593
49284,454,9280
49285,939,1411
49286,186,5043
49287,517,7702
49288,149,6308
49289,290,2479
49290,709,7444
49291,819,8679
49292,223,9843
49293,217,3081
49294,730,8074
49295,128,1009
49296,137,8126
49297,827,9507
49298,370,8128
49299,896,6000
49300,744,4557
49301,826,6953
49302,475,4384
49303,879,1705
49304,109,8306
49305,989,5785
49306,570,4867
49307,142,6776
49308,484,9266
49309,240,1528
49310,137,7959
49311,682,7039
49312,837,6282
49313,131,7596
49314,518,9556
49315,265,3624
49316,249,7566
49317,998,3262
49318,332,2380
49319,869,4175
49320,315,2169
49321,729,4509
49322,161,8470
49323,445,7960
49324,321,8031
49325,653,4441
49326,250,4145
49327,403,8924
49328,308,5287
49329,362,9379
49330,319,8876
49331,309,9752
49332,886,2365
49333,322,3310
49334,625,8359
49335,972,7195
49336,295,3024
49337,171,7290
49338,989,2838
49339,878,7119
49340,399,1157
49341,480,7760
49342,383,7831
49343,459,6560
49344,949,2773
49345,111,2159
49346,324,8530
49347,789,9373
49348,688,3280
49349,363,8321
49350,769,5197
49351,909,9382
49352,728,8076
49353,536,2747
49354,371,5318
49355,924,2549
49356,600,4955
49357,866,8333
49358,701,9274
49359,541,9282
49360,142,4988
49361,870,2042
49362,357,8162
49363,830,1462
49364,780,9730
49365,175,4372
49366,306,1914
49367,117,4111
49368,799,5756
49369,121,5631
49370,928,5246
49371,986,7124
49372,404,4778
49373,925,3520
49374,947,3920
49375,305,6752
49376,570,9841
49377,151,6607
49378,936,7884
49379,737,3858
49380,774,5443
49381,266,1769
49382,389,5218
49383,808,6005
49384,586,5733
49385,552,3167
49386,757,5483
49387,706,7245
49388,694,9478
49389,970,1606
49390,276,5974
49391,460,2760
49392,690,6326
49393,203,2580
49394,324,1267
49395,934,2824
49396,631,7241
49397,467,5626
49398,516,7666
49399,407,5629
49400,748,3559
49401,589,4222
49402,911,9338
49403,690,8912
49404,178,9824
49405,842,4731
49406,743,9907
49407,225,1512
49408,618,2832
49409,765,7282
49410,973,1808
49411,779,3495
49412,817,5010
49413,935,1571
49414,622,9608
49415,927,4237
49416,814,8362
49417,380,3829
49418,532,8427
49419,690,6102
49420,290,8999
49421,433,6072
49422,886,2886
49423,746,7051
49424,978,4792
49425,137,2879
49426,218,7931
49427,933,3633
49428,691,8462
49429,472,6082
49430,713,6113
49431,253,4956
49432,184,3461
49433,915,9406
49434,885,4547
49435,633,3969
49436,256,3542
49437,521,9236
49438,539,9751
49439,801,3024
49440,601,7177
49441,468,6136
49442,703,8500
49443,877,9160
49444,403,7705
49445,756,1964
49446,542,2708
49447,590,9482
49448,945,6276
49449,637,8536
49450,176,9224
49451,506,5867
49452,816,3356
49453,843,8726
49454,402,9520
49455,451,5907
49456,846,6628
49457,903,1253
49458,776,5576
49459,878,4521
49460,979,2615
49461,746,5472
49462,344,6325
49463,802,8203
49464,558,9409
49465,271,4928
49466,695,1001
49467,122,6697
49468,416,1645
49469,159,5075
49470,871,9048
49471,315,3456
49472,428,6520
49473,393,9726
49474,676,1900
49475,161,5962
49476,664,3349
49477,608,1541
49478,652,7299
49479,200,8352
49480,740,5958
49481,798,4521
49482,899,7174
49483,436,4003
49484,673,6276
49485,683,1381
49486,257,6053
49487,714,7826
49488,532,3461
49489,192,8233
49490,544,6356
49491,596,7528
49492,807,1752
49493,190,2292
49494,1000,1404
49495,907,4187
49496,488,4816
49497,496,9508
49498,443,6478
49499,963,1792
49500,251,1632
49501,888,4774
49502,313,2854
49503,541,9721
49504,644,8625
49505,685,6153
49506,664,3906
49507,940,8641
49508,995,6916
49509,192,6287
49510,467,6546
49511,376,2696
49512,934,7195
49513,176,1409
49514,999,5807
49515,790,3165
49516,117,8369
49517,873,3954
49518,872,1467
49519,463,1000
49520,311,8591
49521,367,2092
49522,192,1144
49523,181,3510
49524,301,3212
49525,142,8115
49526,684,8903
49527,973,1857
49528,426,9289
49529,331,4807
49530,196,1760
49531,317,7016
49532,749,7298
49533,143,6726
49534,860,7651
49535,646,6507
49536,811,7465
49537,263,7378
49538,135,7874
49539,583,5406
49540,660,9149
49541,438,8495
49542,413,7566
49543,558,3479
49544,784,1516
49545,829,4600
49546,667,7992
49547,763,1784
49548,549,1474
49549,136,4804
49550,561,7015
49551,567,3412
49552,632,9700
49553,819,5902
49554,893,1860
49555,920,2820
49556,690,7917
49557,294,8481
49558,228,3080
49559,897,8840
49560,342,1516
49561,658,2517
49562,946,8197
49563,280,9508
49564,916,2362
49565,272,4011
49566,998,6631
49567,992,5289
49568,193,4989
49569,907,8226
49570,457,9015
49571,769,9921
49572,470,6083
49573,722,3693
49574,295,3601
49575,461,3428
49576,523,7486
49577,428,3265
49578,103,1001
49579,831,6954
49580,963,1963
49581,115,3897
49582,690,9573
49583,248,1143
49584,306,4207
49585,544,9173
49586,178,4825
49587,564,1746
49588,396,7128
49589,443,5015
49590,739,1672
49591,679,7520
49592,831,5530
49593,860,8028
49594,509,7929
49595,168,4737
49596,217,5371
49597,680,1149
49598,957,4571
49599,174,5640
49600,894,4792
49601,400,3527
49602,639,1058
49603,925,6075
49604,645,8699
49605,994,6863
49606,550,4387
49607,973,3733
49608,474,8133
49609,216,7405
49610,231,7249
49611,673,2001
49612,875,1813
49613,838,1579
49614,333,2462
49615,420,3579
49616,183,1451
49617,288,2946
49618,778,2350
49619,280,1002
49620,381,3150
49621,766,3545
49622,659,6860
49623,807,8718
49624,930,1667
49625,968,5433
49626,825,3771
49627,118,4549
49628,819,3075
49629,613,8172
49630,625,7720
49631,270,9024
49632,820,9909
49633,489,4993
49634,243,4710
49635,963,9110
49636,518,5651
49637,321,1269
49638,472,5986
49639,964,9202
49640,536,7198
49641,532,6949
49642,181,1818
49643,624,7432
49644,803,7906
49645,463,4023
49646,529,3116
